ALink,SName,SLink,Lyric,Idiom
/ac-dc/,Overdose,/ac-dc/overdose.html,"I never smoked me no cigarettes. I never drank much booze. But I'm only a man doncha understand. A man can sometimes lose. You gave me somethin' I never had. Pulled me down with you. Hit me up with a big hunka love. Hope you can pull you through. I overdosed on you. I overdosed on you. Crazy but it's true,. Ain't nothin' I can do. I overdosed on you. Oh woman you give to me. More than I can take. But listen honey. I don't mind. You're a habit I don't wanna break. Don't want me none of that harder stuff. Don't need it anymore. I'm in hell and I'm sinkin' fast. And I don't need no cure. I overdosed on you. I overdosed on you. Crazy but it's true. Ain't nothin' I can do. I overdosed on you. I was as happy as a man can be. To far gone to save. Died of love and plenty of. Just write on my grave. I overdosed on you. I overdosed on you. Crazy but it's true. There's nothin' I can do. I overdosed on you. On you. On you, on you. All over you, all over you, all over. I overdosed, overdosed. Overdosed on you. Overdosed, aaaahhhh.",ENGLISH
/ac-dc/,Play Ball,/ac-dc/play-ball.html,"Listen, pick me up. Fill my cup. Pour me another round. Come on man, mix in the sin. Come in and join the crowd. I said it's party time. When I'm on the loose. Make it feel alright. Listen, drinks all around. I'm in the mood. Because the night is mine. Let's play ball. Shoot down the wall. Let's play ball baby. And never stall. Play play play ball. Listen Sid, light me up. I'm in love. I'm all regional now. Dive on in and swim in the gin. Come on shout it out loud. Let's play ball. Shooting down the wall. Let's play ball. And don't stall. Play, play, play ball. Let's play ball. Shooting at a wall. Let's play ball. And never stall. Let's play ball. Let's play ball. Let's play ball. Play, play, play ball",ENGLISH
/ac-dc/,Playing With Girls,/ac-dc/playing-with-girls.html,"Highball women that are hot to touch. Legs do the talkin' spellin' out lust. See the Sugar Daddies with a sweet tooth and a smile. See what's hangin' off him like a want'n child. That's where you'll find me standing proud. CHORUS:. Playing with girls gonna get you hot. Playing with guns gonna get you shot. Playing with fire gonna heat you up. Playing with me you're gonna get the lot. Bring on the showgirls and the debutantes. Late-night waitress in a restaurant. Headin' for the clubs and bars with the flashin' lights. Lookin' for the good-time girls in their black nylon tights. Over the barrel bottoms-up. REPEAT CHORUS. Oooh river run dry. Yeah playing with fire. Oooh wild sweet child. Playing with girls. Playing with girls. I like a tall girl, but I'll take 'em small. I want 'em all up front I like 'em all. I wanna see 'em strut their stuff. Lose their social grace. You play your cards right and you'll deal yourself an ace. That's where you'll find me standing proud. Playing with girls. ooh i want all the women in the world",ENGLISH
/ac-dc/,Problem Child,/ac-dc/problem-child.html,"Copy this. I'm hot, and when I'm not. I'm cold as ice. Get out of my way. Just step aside. Or pay the price. What I want I take. What I don't I break. And I don't want you. With a flick of my knife. I can change your life. There's nothing you can do. I'm a problem child. I'm a problem child, yes I am. I'm a problem child. And I'm wild. Make my stand. No man's land. On my own. Man in blue. It's up to you. The seed is sown. What I want I stash. What I don't I smash. And you're on my list. Dead or alive. I got a .45. And I never miss. I'm a problem child, hey. I'm a problem child. I'm a problem child. Just runnin' wild. Just watch your step. Every night. Street light. I drink my booze. Some run. Some fight. But I win they lose. What I need I like. What I don't I fight. And I don't like you. Say bye bye. While you're still alive. Your time is through. Cause I'm a problem child. I'm a problem child. I'm a problem child. I'm a problem child. Problem child. I'm a problem child. Even my mother hates me. I'm a problem child. I'm a problem child. (Problem child, problem child). (Problem child, problem child). (Problem child, problem child). (Problem child, problem child). Problem child. I'm a problem child. Problem child. And I'm running wild. I'm a problem child. (Problem child, problem child)",ENGLISH
/ac-dc/,Put The Finger on You,/ac-dc/put-the-finger-on-you.html,"I put the finger on you. My hands all out of control. I can't stop it getting down on you. It's moving on it's own accord. Yes, I've got fire in my finger tips. Radiating onto you. I can't control it, can't even hold it. It's knocking on your door. And you know what it's for. I put the finger right on you. I put the finger right on you. You put your finger on me too. Then I put the finger, I put the finger. Yeah I put the finger, I put the finger. I put the finger on you for sure. It's the key to unlocking your door, don't you know. I've broken through your security. My hands ain't tied no more, you better watch out. I can't control it, can't even hold it. Sneaking up on your front door. You can feel it on your ankle. Feel it on your knee. Feel it on your thigh. Can you feel me?. I put the finger right on you. I put the finger right on you. You put your finger on me too. And I put the finger. I put the finger. Yeah I put the finger. I put the finger on you. I can't control it, can't even hold it. Sneaking up on your front door. You can feel it on your ankle. Feel it on your knee. Feel it on your thigh. Can you feel me?. Put it - right on you. I'll do it if you want me to. Can I put it?. I put the finger on you",ENGLISH
/ac-dc/,R.I.P.,/ac-dc/r-i-p.html,"Aaaaaah. Leave me alone. Like a dog with a bone. Like a stone that's been thrown. Let me be on my own. Let me rock. Let me rock. Let me rock. Let me rock in peace. Outta my way. Got a boogie to play. Every dog has his day. Rock 'n' roll's here to stay. Let me rock. Let me roll. Let me rock. Let me rock in peace. Ohhh, feels good, Mumma Mumma. Just like I knew it would. I get my kicks. Outta playin' my licks. Outta layin' my chicks. Down on Route 66. Let me rock. Let me rock. Let me rock. Let me rock in peace. (Rock, rock, rock in peace). I wanna. (Rock, rock, rock in peace). Just let me rock. (Rock, rock, rock in peace). I wanna. (Rock, rock, rock in peace). I wanna rock. Let me rock in peace. Oooh, that feels good. Hey Mumma. Just like I knew it would. Outta my way. Got a boogie to play. Every dog has his day. Rock 'n' roll's here to stay. Let me rock. Let me roll. Let me rock. Let me rock in peace. (Rock, rock, rock in peace). I wanna rock. (Rock, rock, rock in peace). I wanna rock. (Rock, rock, rock in peace). Ohhh rock. (Rock, rock, rock in peace). I wanna rock. Let me rock in peace. (Rock, rock, rock in peace). Like Little Richard. (Rock, rock, rock in peace). Oh Jerry Lee. (Rock, rock, rock in peace). Aah Chuck baby, c'mon. (Rock, rock, rock in peace). I wanna rock. Let me rock in peace.",ENGLISH
/ac-dc/,Ride On,/ac-dc/ride-on.html,"It's another lonely evening. And another lonely town. But I ain't too young to worry. And I ain't too old to cry. When a woman gets me down. Got another empty bottle. And another empty bed. Ain't too young to admit it. And I'm not too old to lie. I'm just another empty head. That's why I'm lonely. I'm so lonely. But I know what I'm gonna do -. I'm gonna ride on Ride on. Ride on, standing on the edge of the road. Ride on, thumb in the air. Ride on, one of these days I'm gonna. Ride on, change my evil ways. Till then I'll just keep dragging on. Broke another promise. And I broke another heart. But I ain't too young to realize. That I ain't too old to try. Try to get back to the start. And it's another red light nightmare. Another red light street. And I ain't too old to hurry. 'Cause I ain't too old to die. But I sure am hard to beat. But I'm lonely. Lord I'm lonely. What am I gonna do -. Ride on. Ride on, got myself a one-way ticket. Ride on. Ride on, going the wrong way. Ride on, gonna change my evil ways. Ride on, one of these days. One of these days. Ride on. Ride on. I'm gonna ride on. Ride on, looking for a truck. Ride on. Ride on, keep on riding. Riding on and on and on.",ENGLISH
/ac-dc/,Riff Raff,/ac-dc/riff-raff.html,"Ya see it on television every day. Hear it on the radio. Ain't humid but it sure is hot. Way down in Mexico. The police tryin' to tell me. Beginnin' of the end. Sayin' it'll bend me. Too late my friend. Riff raff. Oh well It's good for a laugh, ah ah ah. Riff raff. Gonna laugh yourself in half. We'll have a real good time. Now I'm the kind of guy that keeps his big mouth shut. But don't bother me. Somebody kickin' me when I'm up. Leaves me in misery. I never shot nobody. Don't even carry a gun. I ain't doin' nothin' wrong. I'm havin' fun. Riff raff. Oh well it's good for a laugh, hey hey. Riff raff. Go on laugh yourself in half, yeah. Oh riff raff",ENGLISH
/ac-dc/,Rising Power,/ac-dc/rising-power.html,Dog day Tuesday. Hope that girl she come today. Hard life it's a city life. Sweat keep pourin' down. I've got my feet up like to love. Through the dawn till I've blown. All I want's her lovin' down. Love the way she move around. Need no excuse. To let it all hang loose. My body's blown a fuse. Rising power. We'll raise the night. Rising power. Rising power. We'll wake the dead. Rising power. You've got a love life up all night. Darkest hour at the dead of night. Seen her walkin' down the street. The kind of woman that brings on heat. Loved her dusk till dawn. Come the morning she was gone. Took me out to my surprise. Money's gone left high and dry. Need no excuse. To let it all hang loose. My body's blown a fuse. Rising power. We'll raise the night. Rising power. Rising power. We'll wake the dead. Rising power. You'll end up torn to shreds. Don't need no excuse. My body's blown a fuse. Rising power. We'll raise the night. Rising power. Rising power. We'll wake the dead. Rising power. You'll end up torn to shreds. Rise. Rise. Rise. Rising power. The power rise. From you,ENGLISH
/ac-dc/,Rock 'n' Roll Dream,/ac-dc/rock-n-roll-dream.html,"Deep water all around me,. Circle sharks all about,. Deep in trouble, had me turned around,. Man up and one man down,. You pretty women gather ‘round,. You can't pick up not a single sound,. You feel you're winning, that's what it's all about,. Knowing you are winning, oooh,. And it could be the very last time,. I could be in a rock ‘n' roll dream,. I could be in a rock ‘n' roll dream,. Circle sharks all about you,. You come up and you don't know why,. Where goes a woman with a warm embrace,. Does a man walk in the hard rain?. I'm amazed at the mess you found,. Coming up and I'm standing next in line,. Give into none and that one comes,. Here me hollerin' I get the most,. I could be in a rock ‘n' roll dream,. I could be in a rock ‘n' roll dream,. I could be in a rock ‘n' roll dream,. I could be in a rock ‘n' roll dream,. Circle sharks down and around,. Deep water all around, ‘round, ‘round,. Deep water all around, ‘round, ‘round. Round ‘round, ‘round. Round ‘round, ‘round. I could be in a rock ‘n' roll dream,. I could be in a rock ‘n' roll dream,. I could be in a rock ‘n' roll dream,. I could be in a rock ‘n' roll dream",ENGLISH
